ID	Source	Source_Number	Direction	Target	Target_Number	Realizations	Examples
shift7409	silver	4081	→	term of address with endearment	2158	2	2
shift6129	soon	4167	→	early	3795	2	2
shift4746	to drive, to force to move on	2560	→	to raft timber	3036	2	2
shift3554	to go, walk	2715	→	to copulate	2462	3	3
shift0670	boy	3666	—	pupil (of an eye)	493	1	1
shift4609	Jesuit	1185	→	cunning person	1157	1	1
shift8618	in front of	1753	→	January	1176	1	1
shift6981	dog	4458	→	dog-rose	4459	8	8
shift3134	to saw	3111	→	to vex, exasperate	3344	1	1
shift2287	to row (with oars)	3098	→	to be sleepy	2300	1	1
shift0919	to raise, lift (tr.)	3037	→	to build	2383	21	21
shift2691	mouse	733	—	rat	1431	45	45
shift7176	mind (n.)	667	—	advice	1949	2	2
shift3067	to bend	2338	→	to present, gift	3001	2	2
shift7087	to gather, collect	2667	→	to recall, recollect	3045	1	1
shift6851	full	1396	→	genuine, true	778	1	1
shift4328	to fly	2642	→	to break down	2372	1	1
shift7628	paper	297	—	venereal disease	3755	1	1
shift2173	lung	272	—	medusa, jellyfish	625	2	2
shift3707	goat	803	→	hare (Lepus)	1562	2	2
shift2528	to get, obtain	2691	→	to defeat, win	2501	5	5
shift6256	opening, hole	4551	—	idle	1735	1	1
shift0221	wind	88	→	anger	1996	1	1
shift3352	to bend	2338	→	to subjugate	3239	2	2
shift5444	joint, articulation	1193	→	node (part of a plant stem)	1871	1	1
shift7593	wide, broad	70	—	long (size)	246	1	1
shift8426	narrow, close	1827	→	ravine	1434	2	2
shift6453	codling moth larva	1028	→	glutton	798	1	1
shift2880	thin (of an object)	2172	→	little, small	232	6	6
shift1280	to turn sour	3325	→	rain	1420	2	2
shift8373	goat	803	→	supporting device	4343	11	11
shift5371	tooth	3404	—	beak	3536	12	12
shift6126	to prepare	3000	→	Friday	1378	1	1
shift4210	to go out	2708	→	to follow logically	2647	3	3
shift3498	to rest	3076	→	to stop doing smth.	3227	2	2
shift3195	<foot-wear>	1208	→	lady's slipper (Cypripedium)	144	14	14
shift5853	to pass by	2961	→	to lose colour	2867	2	2
shift7640	to judge	2811	→	destiny	4419	2	2
shift4599	cover, lid	1121	→	deck (of a ship)	4403	1	1
shift6242	to smoke (tobacco)	3180	—	to flow	2639	1	1
shift3486	to repeat	3071	→	to learn, study	2837	1	1
shift3179	earth oven	3799	→	prison	467	1	1
shift4211	duck	4495	→	to follow unthinkingly	2648	1	1
shift3736	dragon	4475	—	crocodile	1139	1	1
shift1237	sharp	4022	→	bitter	3607	3	3
shift6074	to break (intr.)	2368	→	to disappear	2525	1	1
shift0973	to stand up	3216	→	to revolt, rebel	3085	15	15
shift4369	healthy	1585	→	<positive evaluation>	278	1	1
shift1291	navel	1833	—	bud (on a twig)	3712	2	2
shift8169	tea	2137	→	willowherb	87	2	2
shift0839	head	1578	—	hill	1626	1	1
shift8509	All Saints' Day	1971	→	November	1888	1	1
shift2573	clever	999	→	old (vs. young)	4533	1	1
shift2819	ear, spike (of a grain plant)	3793	—	<weapon>	1	1	1
shift0845	war	9	→	quarrel	1901	13	13
shift5781	wing	92	—	shoulder	4053	3	3
shift8596	low (size)	264	—	poor, needy	437	0	0
shift0393	arc	2024	→	rainbow	1421	5	5
shift6658	opening, hole	4551	→	prison	467	1	1
shift5253	hell	1601	→	experience of great suffering	3886	5	5
shift3844	Jewish	1189	→	chanterelle	942	2	2
shift8291	chest (body part)	954	→	location of emotions	239	2	2
shift3255	to love	2874	—	to pity	2977	1	1
shift6000	hollow tree	1637	→	torpid person	3412	1	1
shift7323	redfin dace	1446	→	May	609	1	1
shift6769	bride	3687	→	poppy (Papaver somniferum)	441	1	1
shift5590	forest	1351	→	bear (Ursus)	3539	5	5
shift8078	drinking vessel	4481	→	knee-cap	1719	3	3
shift4382	mountain	728	—	bank, shore	3510	1	1
shift0714	wing	92	—	spoke of wheel	4214	1	1
shift8409	rain	1420	→	October	4521	1	1
shift8405	god	804	→	October	4521	1	1
shift4967	benediction	3580	→	will (legal document)	84	1	1
shift2946	to go out	2708	→	to fall (of rain, snow)	2603	1	1
shift0448	eye	3890	→	front part	1389	1	1
shift8518	melody, tune	629	→	dialect	4427	1	1
shift2747	to see/to look at	3121	→	to investigate/examine	2802	5	5
shift3613	paw	319	—	branch, twig	3672	1	1
shift5501	nightingale	1865	—	European robin	3869	1	1
shift1429	to feel pity	2617	→	to grudge	2729	5	5
shift7399	stone (piece of rock)	4281	→	tooth	3404	2	2
shift1079	nail (body part)	1816	→	nail (metal spike)	1817	2	2
shift3890	head	1578	→	roof	1493	2	2
shift2434	yew	2084	—	willow	85	1	1
shift0278	stone (material)	4278	→	glass (material)	791	5	5
shift1956	awl	2068	—	dinner fork	4436	1	1
shift7538	<priest>	279	→	wise	97	1	1
shift2684	<weapon>	1	→	army	2030	3	3
shift6964	to grow heavy	2724	—	to stand motionless	3213	1	1
shift6023	hump (of a person or camel)	1687	→	heel (of bread)	1598	1	1
shift0958	mouse	733	→	muscle	747	15	15
shift1309	monarch	696	→	queen (bee)	1903	12	12
shift0202	cold	1032	—	tart (taste)	2131	1	1
shift7129	to unite	3335	→	to give birth to twins	2694	1	1
shift8448	root (of a plant)	1499	→	root (of a word)	1500	22	22
shift7564	swamp	4354	→	bog-rosemary	3643	3	3
shift5770	to have smell	2754	→	to indicate something bad	2788	6	6
shift2181	leech	180	→	creditor	1133	1	1
shift8493	circle	983	→	Milky Way	659	2	2
shift6746	hem (of a skirt)	1604	→	palate	290	1	1
shift7933	salt	3930	→	sugar	4327	5	5
shift1502	to play (intr.)	2981	—	music	750	1	1
shift4775	red	1444	—	gills	783	1	1
shift7779	Aries	2026	→	April	2021	2	2
shift7765	burn (physical injury)	3723	—	fire (accident)	1287	1	1
shift4563	faeces	1215	—	slag, scoria	4107	2	2
shift2741	sky	4106	—	day	4391	12	12
shift0523	lip	224	→	edge, border	3810	6	6
shift5670	old man	4534	→	wolf	107	1	1
shift3339	shuttle (weaving instrument)	4061	→	geometrid	779	1	1
shift8515	beard	3541	→	mane	578	1	1
shift1662	to dive	2540	—	to appear for a moment	2230	1	1
shift6326	stubborn	4308	—	healthy	1585	1	1
shift6713	gold	807	→	kind, good-hearted	1711	1	1
shift8527	heart	1588	→	watch, clock	15	1	1
shift4113	happy	1555	—	rich	1476	2	2
shift4823	woodland spirit	117	→	tiger	2196	1	1
shift4884	night	1863	→	badger (Meles)	3501	1	1
shift6571	sand	3934	—	(gun)powder	758	1	1
shift1388	nettle (Urtica)	1849	→	nettle-rash	1850	4	4
shift7045	whip	57	→	flagellate	1308	6	6
shift6794	to take away, carry away	3270	→	to endure	2578	1	1
shift0906	left	183	→	impolite	1745	2	2
shift1371	to throw	3296	→	unit of length	528	3	3
shift1773	can, to be able	882	→	strong	4304	4	4
shift0612	throat	2186	—	cock (of a gun)	1023	1	1
shift5390	lifting machine	208	→	tap, faucet	2128	6	6
shift4176	comb	1040	—	mane	578	1	1
shift7957	butter	3733	—	vegetable oil	3751	7	7
shift4322	curved	1167	—	dishonest	4445	3	3
shift1263	cave	919	—	stove	4291	10	10
shift1487	tail	2113	—	buttock	3737	1	1
shift3691	child (young person)	959	→	little finger	231	6	6
shift0023	to get, obtain	2691	→	can, to be able	882	3	3
shift8118	age	1957	—	youth	2098	1	1
shift1826	to sleep	3169	→	to come to end, to cease	2441	1	1
shift1903	to do, act	2545	→	verb	3758	16	16
shift7315	clever	999	—	kind, good-hearted	1711	1	1
shift7317	to play (intr.)	2981	—	to play (a musical instrument)	2980	10	10
shift2216	bastard	3528	→	<curse>	869	7	7
shift2785	leaf	174	—	ear	3792	1	1
shift6412	nausea	1832	→	disgusting	4444	2	2
shift8551	to open one's mouth	2951	→	to be surprised	2305	2	2
shift6906	May	609	→	lily-of-the-valley (Convallaria majalis)	216	4	4
shift1451	river	1484	—	ravine	1434	5	5
shift4787	wind	88	→	bad weather	3499	1	1
shift7389	snow	4140	→	January	1176	1	1
shift5819	human, person	1683	→	person (grammar)	357	13	13
shift7864	earring	3797	→	bellflower (Campanula)	3570	1	1
shift7174	swan	4355	→	pale	291	1	1
shift7437	wolf	107	→	February	1252	3	3
shift4937	to sail	3107	→	to drive (the car)	2559	3	3
shift8140	inside	1787	—	to be satisfied (sexually)	2296	1	1
shift1778	forehead	1347	—	stone (piece of rock)	4281	1	1
shift0374	to hide (tr.)	2764	→	to steal	3220	5	5
shift8311	toad	3390	—	wart	13	1	1
shift5896	grass	833	→	oregano	4560	1	1
shift2048	to go up	2713	→	difficult	4433	1	1
shift1405	to practice witchcraft	2994	→	to charm, to delight	2421	22	22
shift3184	to peck (of a bird)	2966	—	to bite (of a fish)	2348	2	2
shift2134	to break (tr.)	2370	—	to infringe	2792	13	13
shift5752	clay	997	→	chalk	937	1	1
shift3299	belly	3572	→	to be angry	2255	2	2
shift4591	eggplant (Solanum melongena)	3814	→	tomato (Solanum lycopersicum)	3396	10	10
shift2789	<animal>	1916	→	fat (adj.)(of a person)	1239	6	6
shift7457	face	1214	→	stone in a ring	4282	1	1
shift4364	snow	4140	—	hoar-frost	1633	6	6
shift1213	swelling (on skin)	4365	—	tortoise, turtle	3414	1	1
shift4387	to dig	2519	—	to cut	2484	1	1
shift5986	earth	3798	→	Saturn	3946	1	1
shift3232	to strike, hit	3234	→	to spawn	3192	1	1
shift4629	to blow off	2357	→	to cancel	2398	1	1
shift2935	sweet-smelling, fragrant	4362	→	good	814	2	2
shift5455	butterfly	3734	→	anxiety	2011	1	1
shift5313	aunt	2055	—	mother-in-law	723	1	1
shift7949	bad	3493	→	syphilis	4372	1	1
shift2557	frog	1384	→	toad	3390	2	2
shift6986	permission	354	→	vacation	3744	1	1
shift0430	water-melon (Cucurbita citrullus)	23	↔	melon (Cucumis melo)	630	9	9
shift3900	bone	3645	—	stem (of a plant)	4254	1	1
shift2696	shapeless	4019	→	ugly, unpleasant	502	6	6
shift2592	army	2030	↔	war	9	4	4
shift2091	to strike, hit	3234	→	to walk, wander	3350	2	2
shift3030	beard	3541	→	plait, braid	396	1	1
shift0806	dry	4491	→	having no milk	1568	4	4
shift1693	to fall down	2605	→	to come	2439	1	1
shift4808	to marry	2904	↔	husband	1694	17	17
shift7329	year	2077	→	December	4401	3	3
shift6862	frank	1364	—	flattery	1315	1	1
shift6233	what?	52	→	how many?	1680	1	1
shift1491	gate	772	→	town	3418	1	1
shift2264	to chew	2425	→	to explain	2593	3	3
shift4917	water	16	→	birch bolete (Leccinum scabrum)	3593	1	1
shift2084	big	3588	—	loud	259	5	5
shift7629	paper	297	→	to read	3042	1	1
shift3484	to divide into several parts	2541	→	to analyse	2226	3	3
shift3697	ear	3792	—	chanterelle	942	1	1
shift0734	torso	3413	—	wall	6	1	1
shift1250	pit	389	→	tomb	3397	15	15
shift5020	human, person	1683	→	husband	1694	3	3
shift4659	to buy	2390	→	to bribe	2375	1	1
shift0718	firm, solid	1296	—	strong (of liquid or smell)	4305	7	7
shift3364	shield	4034	→	left	183	1	1
shift2781	brave	3675	—	skilful, dexterous	4097	2	2
shift3397	mouth	735	→	completion	1070	1	1
shift1267	curved	1167	→	unpleasant	534	1	1
shift2000	smooth	4132	—	to move quickly	2930	1	1
shift8081	cover, lid	1121	→	knee-cap	1719	4	4
shift8230	mallow	573	→	hollyhock	1638	11	11
shift1240	to strike, hit	3234	→	to cough	2467	2	2
shift6472	louse	261	→	mole cricket (Gryllotalpa)	695	1	1
shift7709	shy	4062	—	sensitive	3989	1	1
shift0086	to call	2396	—	to cause	2410	4	4
shift0676	tailor's thimble	2116	—	cupola, dome	1161	1	1
shift5274	younger sister	2097	—	aunt (mother's sister)	2059	1	1
shift6834	sick, ill	4069	→	poor, needy	437	1	1
shift6793	buttock	3737	→	homosexual	1639	1	1
shift3112	fruit	1393	→	result, outcome	1464	12	12
shift0811	earth	3798	→	dark (adj.)	4382	2	2
shift3840	autumn	2063	—	honey mushroom (Armillaria mellea)	1644	1	1
shift8234	mallow	573	→	hibiscus	1622	1	1
shift3214	when	56	—	long ago	248	1	1
shift1655	to touch	3307	→	to reach	3040	4	4
shift5865	to love	2874	—	must	754	1	1
shift6636	drop (n.)	4485	→	few, little	1268	2	2
shift0190	heart	1588	→	essence	3855	2	2
shift5408	to perceive smell	2969	→	to know	2826	1	1
shift4715	bowels, intestine	3664	→	common melilot (Melilotus officinalis)	1056	1	1
shift4164	glass (material)	791	→	eye	3890	1	1
shift8504	mist, fog	683	→	November	1888	1	1
shift4626	to turn round	3324	→	to appear, emerge	2231	1	1
shift1340	hair	1541	→	hair (of animals)	1542	11	11
shift2561	horse	1661	→	girl	786	1	1
shift8305	to ripen	3089	→	August	2054	1	1
shift0320	to go up	2713	→	to stop (intr.)	3225	1	1
shift1038	mute, dumb	755	→	stupid	4312	7	7
shift4836	grandparent	828	→	elephant	3827	1	1
shift5699	bird	3594	→	kite (lightweight toy)	1717	1	1
shift3262	star	4247	→	celebrity	922	23	23
shift0896	to blow	2355	→	to deceive	2494	2	2
shift4603	throat	2186	—	voice	3778	2	2
shift8142	sound of a kiss	4174	—	nipple (part of the breast)	1868	1	1
shift5480	to gnaw	2696	→	to cause moral suffering	2411	18	18
shift5927	to make soft	2899	→	to persuade	2972	1	1
shift6350	near	1835	—	shallow	4014	1	1
shift3681	to guess	2732	→	to understand	3331	1	1
shift5040	stem (of a plant)	4254	→	handle, gripe	1552	1	1
shift0042	to smile	3178	→	to please	2984	5	5
shift8124	female breast	1255	—	beautiful	3545	1	1
shift2282	to grasp, seize	2717	→	to eat	2569	2	2
shift6391	sun	4333	→	strawberry (Fragaria moschata)	4299	1	1
shift2836	iron	1806	→	firm, solid	1296	1	1
shift8194	vegetable oil	3751	→	ointment	4530	1	1
shift2697	to blow	2355	→	to speak	3193	3	3
shift3543	hair	1541	→	respect (n.)	1461	1	1
shift7027	snot	4138	→	turkey	3465	1	1
shift7943	to gather, collect	2667	→	to prepare	3000	1	1
shift1559	to ache	2214	—	sick, ill	4069	1	1
shift3031	country, land	1109	—	world	122	16	16
shift3487	to raise, lift (tr.)	3037	→	to bring into discussion	2379	3	3
shift0442	straight	4292	→	simple	4082	2	2
shift3178	to hinder	2765	—	to object	2944	1	1
shift5280	son-in-law	4164	—	brother-in-law	3701	1	1
shift4954	to shave	3140	→	to enculturate, civilize	2576	1	1
shift3582	buttock	3737	→	lower part	266	1	1
shift0325	to raise, lift (tr.)	3037	→	to grasp, seize	2717	1	1
shift1457	bow (weapon)	3659	—	rainbow	1421	8	8
shift8025	silver	4081	→	mercury	640	15	15
shift1545	to speak	3193	→	to quarrel	3035	1	1
shift0239	to make scratches	2896	→	to write	3387	4	4
shift7156	to debauch	2493	→	to left untreated (disease)	2840	1	1
shift5228	grandfather	826	→	soldier who is approaching demobilization	4156	2	2
shift3762	head	1578	—	ahead	1959	1	1
shift6523	to throw	3296	→	to nod	2940	1	1
shift0865	blunt	3637	→	stupid	4312	23	23
shift4480	animal yield	2001	→	property, possessions	478	1	1
shift4895	hoof	1650	→	hearts (in cards)	1589	1	1
shift6149	mango	579	→	guava	853	1	1
shift4530	pimple	379	→	nipple (part of the breast)	1868	2	2
shift6504	John the Baptist	1191	→	cockchafer	1024	2	2
shift6258	foam	1331	—	spit, saliva	4209	1	1
shift4434	fan palm (Pritchardia pacifica)	1230	→	umbrella	504	1	1
shift2601	to go out (of light)	2710	→	to disappear	2525	2	2
shift5312	to crawl	2473	→	tank (armour)	2125	1	1
shift4829	bench	3578	→	garden bed	767	1	1
shift6031	far away	1233	→	rare	1428	1	1
shift7817	cat	905	→	biotite	3591	4	4
shift8600	metal	643	—	axe	2070	1	1
shift1673	bitter	3607	→	bitterling	3608	4	4
shift6763	frog	1384	→	diver	4453	2	2
shift5556	squirrel (Sciurus)	4237	→	common chipmunk	1051	13	13
shift7690	to slide	3171	→	to ski	3162	1	1
shift0344	to wound (tr.)	3384	→	to offend (tr.)	2948	12	12
shift3381	hand/arm	1550	→	domestic (animal)	4462	2	2
shift7797	anemic	1992	→	weak	28	3	3
shift5285	woman	109	→	<female animal>	1206	3	3
shift6215	spade, shovel	4182	→	Chionactis occipitalis	968	4	4
shift6604	black	3610	→	pleasant	408	1	1
shift6509	cockchafer	1024	→	rose chafer	1507	5	5
shift5321	beehive	3558	→	cannon (weapon)	887	1	1
shift8289	gall bladder	762	→	location of emotions	239	1	1
shift8022	moon	708	→	to count	2468	1	1
shift3578	thing	2174	→	genitalia	777	1	1
shift5338	to wait	3347	→	to prepare	3000	1	1
shift7154	dissolute	4449	→	hybrid	1699	1	1
shift2154	apple	2018	→	potato	445	23	23
shift6448	to melt, to thaw	2912	→	to ache	2214	1	1
shift2043	thick	2167	↔	fat (adj.)(of a person)	1239	20	20
shift8216	as, like	2038	→	when	56	8	8
shift8069	end	3837	—	peak of mountain	326	1	1
shift7078	to stand	3211	→	to be alive (about babies)	2254	1	1
shift6865	date (Phoenix dactylifera)	4386	→	young person	2093	1	1
shift6823	cow	1122	→	woman	109	14	14
shift4467	navy	1834	→	dark blue	4383	1	1
shift4290	to stand	3211	→	to consist of	2453	4	4
shift0729	to measure	2908	—	to imitate	2781	1	1
shift7190	death	4398	→	November	1888	1	1
shift3868	father	1242	→	term of address to a man	2154	36	36
shift2627	door	4466	→	on the outside	4541	5	5
shift5695	dragon	4475	→	kite (lightweight toy)	1717	22	22
shift3290	yolk	2087	→	centre	930	1	1
shift3064	to kiss	2821	→	to copulate	2462	2	2
shift7955	penis	343	—	musk gland	751	1	1
shift0921	to hide (tr.)	2764	→	to hug, embrace	2774	1	1
shift1319	to fall down	2605	→	to set (of Moon, Sun)	3129	8	8
shift4284	poison	422	—	scorpion	3962	1	1
shift5965	to put out one’s toungue	3030	→	to flame up	2632	1	1
shift4272	needle	1841	—	sting (n.)	4270	3	3
shift2246	to press	3002	→	to hatch out, brood	2741	1	1
shift3408	throat	2186	→	neck (of bottle etc.)	1839	6	6
shift1704	to run	3101	→	ram	1425	2	2
shift2312	error	3852	→	danger	4380	1	1
shift1679	<fish>	1207	→	cigarette butt	980	5	5
shift2329	<foreigner>	1210	→	cunning person	1157	1	1
shift8039	to weave	3366	→	to reckon	3047	2	2
shift2637	smoke	4130	→	house	1678	4	4
shift0802	owl	4574	—	ugly, unpleasant	502	1	1
shift3222	old man	4534	→	king (a playing card)	1713	2	2
shift5940	dog	4458	→	cock (of a gun)	1023	4	4
shift7140	to jump into the water	2812	→	to swim	3262	1	1
shift2630	field	1271	→	wild, untamed	82	2	2
shift4482	sunflower	4337	→	influential person	1775	1	1
shift5191	bark (of a tree)	3515	→	to tan (hides)	3282	4	4
shift0477	mouth	735	→	mouth (of a river)	736	14	14
shift1093	mouse	733	→	bat	3529	8	8
shift6861	trunk, proboscis (of elephant)	3452	→	hose	1670	1	1
shift1367	weak	28	→	stupid	4312	6	6
shift1047	side (n.)	4071	→	political party	432	5	5
shift6991	to run	3101	→	shy	4062	1	1
shift3396	hell	1601	→	glutton	798	2	2
shift6445	to untwist, unscrew (intr.)	3339	→	to calm down	2397	1	1
shift2807	blue	3634	→	sad	3912	2	2
shift7845	strong (of liquid or smell)	4305	—	sour	4175	1	1
shift7132	torch	3409	→	asphodel	2045	1	1
shift4150	elder	3819	→	boss	3651	8	8
shift7684	summer	4330	—	fallow	1220	1	1
shift3418	to break (tr.)	2370	→	to make a pause	2881	2	2
shift2813	condemned to death	1077	→	hooligan	1652	1	1
shift1396	flower	1323	→	smallpox	4126	3	3
shift5368	molar (tooth)	692	—	jaw	1178	4	4
shift1676	to blink (by eyes)	2352	→	instant, moment	1789	5	5
shift7811	gold	807	→	pyrite	500	10	10
shift1905	bed	3549	→	river-bed	1485	11	11
shift2537	thunder	2189	—	lightning	215	3	3
