NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	CERTAINTY	GLOSS_IN_SOURCE	DEFINITION	ALIAS	DOMAIN
4385	very	1311	VERY	100	very	to a great extent or degree		Evaluation
4386	vessel			100	vessel			Artifacts
4387	vigilant				vigilant	watchful, especially for danger or disorder; alert; wary		N/a
4388	vigorous				vigorous	physically strong and active		N/a
4389	village	930	VILLAGE	100	village			Space
4390	vinegar	985	VINEGAR	19	vinegar			N/a
4391	vineyard				vineyard			N/a
4392	violence	2976	VIOLENCE	100	violence			Abstract entities
4393	violent				violent			N/a
4394	violet, purple	2452	PURPLE	100	violet, purple			Light and Colour
4395	violine				violine	a kind of musical instrument		N/a
4396	Vipera latastei				Vipera latastei			N/a
4397	virgin	2298	VIRGIN	19	virgin	person who has not had sexual intercourse		N/a
4398	Virgo				Virgo	constellation in the zodiac, imagined in the shape of a maiden		N/a
4399	visible	1868	VISIBLE	19	visible	able to be seen		N/a
4400	vision			100	vision			Abstract entities
4401	vocation				vocation			N/a
4402	voice	1363	VOICE	100	voice			N/a
4403	volcanic crater				volcanic crater	approximately circular depression in the ground caused by volcanic activity		N/a
4404	volume (of books)				volume (of books)	single book of a publication issued in multi-book format		N/a
4405	vote				vote			N/a
4406	vulgar	1080	VULGAR	100	vulgar			Evaluation
4407	vulgar	1080	VULGAR	100	vulgar			Evaluation
4408	vulgar, common			100	vulgar, common			Non-physical
4409	vulture	1185	VULTURE	19	vulture			N/a
4410	weapon	951	WEAPONS	100	&lt;weapon&gt;			Artifacts
4411	woman	962	WOMAN	100	&lt;woman&gt;			N/a
4412	wooden object			100	&lt;wooden object&gt;			Natural objects
4413	wagtail (Motacilla)	3010	WAGTAIL	11	wagtail (Motacilla)	small passerine bird of the genus Motacilla		N/a
4414	waist	1681	WAIST	100	waist	part of the body between the pelvis and the stomach		N/a
4415	wall	933	WALL (OF HOUSE)	100	wall	substantial structure acting as side or division in a building		Artifacts
4416	wampum				wampum	traditional shell bead of the Eastern Woodlands tribes of Native Americans		N/a
4417	war	935	WAR	100	war	organized, large-scale, armed conflict between countries or between national, ethnic, or other sizeable groups, usually but not always involving active engagement of military forces.		Abstract entities
4418	war	935	WAR	100	war	armed conflict		Abstract entities
4419	warm	1232	WARM	100	warm	having a temperature slightly higher than usual, but still pleasant; mildly hot		Tactile quality
4420	warp			100	warp			Artifacts
4421	warrior	3608	WARRIOR	100	warrior	person who is actively engaged in battle, conflict or warfare; a soldier or combatant		N/a
4422	wart	2665	WART	19	wart	type of deformed growth occurring on the skin		N/a
4423	wasp	1517	WASP	100	wasp	any of the members of the family Vespidae		Animals
4424	watch, clock	1323	CLOCK	100	watch, clock	any device used to tell the time of day		Artifacts
4425	water	948	WATER	100	water	a substance (of molecular formula H2O) found at room temperature and pressure as a clear liquid; it is present naturally as rain, and found in rivers, lakes and seas; its solid form is ice and its gaseous form is steam		Natural objects
4426	water beetle			100	water beetle			Animals
4427	water jet				water jet	None		Human being
4428	water nymph			100	water nymph			Human being
4429	water rail				water rail	bird Rallus aquaticus		Plants
4430	water vole				water vole	rodent Arvicola amphibius		N/a
4431	water with honey				water with honey			N/a
4432	water-melon (Cucurbita citrullus)	2766	WATERMELON	100	water-melon (Cucurbita citrullus)			Plants
4433	waterfall	943	WATERFALL	19	waterfall	flow of water over the edge of a cliff		N/a
4434	watering place (for animals)			100	watering place (for animals)	place where animals come to drink		Natural objects
4435	wave	978	WAVE	100	wave	moving disturbance in the level of a body of liquid; an undulation		Natural objects
4436	wax	1931	BEESWAX	19	wax	substance secreted by bees from which they make honeycomb		Natural objects
4437	weak	1601	WEAK	100	weak			Evaluation
4438	weak point				weak point			N/a
4439	weakness				weakness	condition of being weak		N/a
4440	wealth	2996	WEALTH	100	wealth			Abstract entities
4441	weapon	951	WEAPONS	100	weapon			Artifacts
4442	weasel (Mustella nivalis)	3384	WEASEL	100	weasel (Mustella nivalis)			Animals
4443	weather	952	WEATHER	100	weather	short term state of the atmosphere at a specific time and place, including the temperature, relative humidity, cloud cover, precipitation, wind, etc.		Natural objects
4444	website				website	collection of interlinked web pages on the World Wide Web that are typically accessible from the same base URL and reside on the same serve		N/a
4445	website				website			N/a
4446	wedding	1259	WEDDING	100	wedding			Abstract entities
4447	wedge				wedge			N/a
4448	Wednesday	1694	WEDNESDAY	100	Wednesday	day of the week that follows Tuesday and precedes Thursday		Time
4449	weed	3288	WEED	100	weed			Plants
4450	week	1469	WEEK	100	week	period of seven days beginning with Sunday or Monday		Time
4451	weft, woof				weft, woof			N/a
4452	well sweep			100	well sweep			N/a
4453	well-being				well-being			N/a
4454	West	1817	WEST	17	West	one of the four principal compass points, the direction of the setting sun at an equinox		Space
4455	western capercaillie (Tetrao urogallus)				western capercaillie (Tetrao urogallus)			N/a
4456	western swamphen				western swamphen	bird Porphyrio porphyrio		N/a
4457	Westerner				Westerner	native or inhabitant of the West, of the Western world—Europe and the Americas		N/a
4458	wet	1726	WET	100	wet			Other physical
4459	wet-nurse				wet-nurse			N/a
4460	whale	957	WHALE	100	whale			Animals
4461	what?	1236	WHAT	19	what?	An interrogative pronoun.		N/a
4462	wheat	1077	WHEAT	100	wheat			Plants
4463	wheel	710	WHEEL	100	wheel			Artifacts
4464	wheeze				wheeze	piping or whistling sound caused by difficult respiration		Perception
4465	when	1238	WHEN	100	when			Grammatical markers
4466	whip	2630	WHIP	19	whip			N/a
4467	whirlpool	1982	WHIRLPOOL	100	whirlpool			Natural objects
4468	whirlpool	1982	WHIRLPOOL	100	whirlpool			Natural objects
4469	whirlwind	3740	WHIRLWIND	100	whirlwind			N/a
4470	whisper			100	whisper			Human being
4471	white	1335	WHITE	100	white			Light and Colour
4472	white (politics)	1335	WHITE	11	white (politics)	pertaining to monarchist or anti-revolutionary political parties or movements		N/a
4473	white caps (on sea waves)			100	white caps (on sea waves)			Natural objects
4474	white of an eye, sclera				white of an eye, sclera	the tough outer coat of the eye that covers the eyeball except for the cornea		N/a
4475	white-eye bream				white-eye bream	Ballerus sapa, a fish species of the family Cyprinidae. It is widespread in many large rivers in Europe and Asia in drainages of the Black Sea, Caspian Sea, and Aral Sea		N/a
4476	whore	1610	PROSTITUTE	100	whore			Human being
4477	wick				wick	the cord used in a candle		N/a
4478	wickerwork				wickerwork	thing made of wicker		N/a
4479	wide, broad	2652	BROAD OR WIDE	100	wide, broad			Size
4480	widow	1756	WIDOW	19	widow			N/a
4481	width				width			N/a
4482	wife	1199	WIFE	100	wife			Human being
4483	wife's brother	2380	BROTHER-IN-LAW (OF MAN)	19	wife&#39;s brother			N/a
4484	wife's father	1055	FATHER-IN-LAW	19	wife&#39;s father			N/a
4485	wild (of a person)			100	wild (of a person)			Evaluation
4486	wild beast			100	wild beast			Animals
4487	wild boar	3154	WILD BOAR	19	wild boar			N/a
4488	wild rosemary			100	wild rosemary			Plants
4489	wild sow				wild sow	female wild pig		N/a
4490	wild strawberry				wild strawberry			N/a
4491	wild, untamed	2230	UNTAMED OR WILD	100	wild, untamed			Non-physical
4492	will	1579	BE	19	will			N/a
4493	will (legal document)	1579	BE	11	will (legal document)			N/a
4494	willow	818	WILLOW	100	willow			Plants
4495	willow ptarmigan				willow ptarmigan	bird Lagopus lagopus		N/a
4496	willowherb				willowherb	Chamaenerion angustifolium, perennial herbaceous flowering plant		N/a
4497	wind	960	WIND	100	wind			Natural objects
4498	window	1375	WINDOW	100	window			Artifacts
4499	windowsill				windowsill	horizontal member protruding from the base of a window frame		N/a
4500	wine	1524	WINE	100	wine			Natural objects
4501	wing	1257	WING	100	wing			Body parts
4502	winnowing fan	2051	DUSTPAN	19	winnowing fan	instrument for winnowing grain, by moving which the grain is tossed and agitated, and the chaff is separated and blown away		N/a
4503	winter	1471	WINTER	100	winter			Time
4504	winter solstice				winter solstice	The moment when the Earth is in that point of its orbit where the northern or southern hemisphere is most inclined away from the sun		N/a
4505	wire (n.)	2631	WIRE	100	wire (n.)			Artifacts
4506	wise	698	WISE	19	wise			Non-physical
4507	wishbone, merrythought				wishbone, merrythought	forked bone between the neck and breast of a bird consisting chiefly of the two clavicles fused at their median or lower end, regarded as a lucky charm in some countries		N/a
4508	wit, smart	2530	SMART	15	wit, smart			N/a
4509	witch, sorceress			100	witch, sorceress			Human being
4510	witchcraft, sorcery	392	MAGIC	100	witchcraft, sorcery			N/a
4511	with exception of				with exception of			N/a
4512	witness	1144	WITNESS	100	witness			Human being
4513	witty				witty	ingenious, quick-witted person, having cuteness, smartness, wit		N/a
4514	wizard, magician	823	SORCERER	100	wizard, magician			Human being
4515	woad (Isatis tinctoria)				woad (Isatis tinctoria)			N/a
4516	wolf	522	WOLF	19	wolf			N/a
4517	wolverine				wolverine	solitary, fierce mammal of the Mustelidae family, Gulo gulo		N/a
4518	woman	962	WOMAN	100	woman	adult female human		Human being
4519	womb	804	WOMB	100	womb			Body parts
4520	wombat	2841	WOMBAT	19	wombat	any of several herbivorous, burrowing marsupials, of the family Vombatidae, mainly found in southern and eastern Australia		N/a
4521	wood shavings				wood shavings	thin slices of wood left after shaving		N/a
4522	wood small-reed				wood small-reed	Calamagrostis epigejos, a species of grass in the family Poaceae which is native to Eurasia and Africa		N/a
4523	wood, timber	1803	WOOD	100	wood, timber			Natural objects
4524	wood-louse			100	wood-louse			Animals
4525	wooden object			100	wooden object			Natural objects
4526	woodland spirit				woodland spirit			N/a
4527	woodpecker	2447	WOODPECKER	100	woodpecker	any bird of species-rich family Picidae, with a strong pointed beak suitable for pecking holes in wood		Animals
4528	wool	964	WOOL	19	wool	hair of an animal used to make clothing		N/a
4529	word	1599	WORD	100	word	smallest discrete unit of spoken language with a particular meaning, composed of one or more phonemes and one or more morphemes		Abstract entities
4530	work (n.)	984	WORK (LABOUR)	100	work (n.)			Abstract entities
4531	world	965	WORLD	100	world			Space
4532	worm	1219	WORM	100	worm			Animals
4533	wormwood				wormwood	an intensely bitter herb (Artemisia absinthium and similar plants in genus Artemisia) used in medicine, in the production of absinthe and vermouth, and as a tonic		N/a
4534	wound (n.)	1109	WOUND	100	wound (n.)			Physiology
4535	wrist	799	WRIST	100	wrist			Body parts
4536	wrong	1390	WRONG	100	wrong			Evaluation
4537	Xenopeltis unicolor				Xenopeltis unicolor	non-venomous sunbeam snake species found in Southeast Asia and some regions of Indonesia, commonly known as the sunbeam snake, common sunbeam snake or iridescent snake		N/a
4538	young animal				&lt;young animal&gt;			Animals
4539	young plant				&lt;young plant&gt;			N/a
4540	yam	410	YAM	19	yam	edible plant Dioscorea		N/a
4541	yard, courtyard	4	COURTYARD	15	yard, courtyard	area adjoining or (now especially) within the precincts of a house or other building		N/a
4542	yarrow				yarrow	plant Achillea millefolium		N/a
4543	year	1226	YEAR	100	year	period from January 1 to December 31 by the Gregorian calendar		Time
4544	yellow	1424	YELLOW	100	yellow	colour of gold, cheese, or a lemon; the colour obtained by mixing green and red light, or by subtracting blue from white light		Light and Colour
4545	yellow	1424	YELLOW	100	yellow	colour of gold, cheese, or a lemon; the colour obtained by mixing green and red light, or by subtracting blue from white light		Light and Colour
4546	yellow-hammer			100	yellow-hammer	passerine bird, Emberiza citrinella		Animals
4547	yes	1268	YES	19	yes	particle used to show agreement or acceptance		N/a
4548	yesterday	1174	YESTERDAY	100	yesterday	day immediately before today; one day ago		Time
4549	Yeti (mythical animal)				Yeti (mythical animal)	unidentified humanoid animal said to live in the Himalayas		N/a
4550	yew			100	yew	Taxus baccata, a coniferous tree with dark-green flat needle-like leaves and seeds bearing red arils		Plants
4551	yoke	14	YOKE	100	yoke	bar or frame by which two oxen or other draught animals are joined at their necks enabling them to pull a cart, plough, etc.		Artifacts
4552	yoke (figuratively)			100	yoke (figuratively)	something which oppresses or restrains a person; a burden		Abstract entities
4553	yolk	1556	YOLK	100	yolk	yellow, spherical part of an egg that is surrounded by the white albumen		Animals
4554	you (pronoun 2 sg., polite)	1213	YOU	11	you (pronoun 2 sg., polite)	polite form of second-person singular pronoun		Human being
4555	young	1207	YOUNG	100	young	in the early part of growth or life; born not long ago		Time
4556	young animal				young animal			N/a
4557	young growth				young growth			N/a
4558	young people				young people			N/a
4559	young person				young person	None		Human being
4560	younger				younger			N/a
4561	younger brother	1760	YOUNGER BROTHER	100	younger brother			N/a
4562	younger sibling	427	YOUNGER SIBLING	19	younger sibling			N/a
4563	younger sister	1761	YOUNGER SISTER	100	younger sister			N/a
4564	youth				youth	the period of life		N/a
4565	yurt				yurt	large, round, semi-permanent tent with vertical walls and a conical roof, usually associated with Central Asia and Mongolia		N/a
4566	zebra	3675	ZEBRA	100	zebra	species of subgenus Hippotigris: E. grevyi, E. quagga, or E. zebra, all with black and white stripes and native to Africa		Animals
4567	zenith				zenith	point in the sky vertically above a given position or observer; the point in the celestial sphere opposite the nadir		N/a
4568	zero	1294	ZERO	19	zero	cardinal number occurring before one and that denotes no quantity or amount at all, represented in Arabic numerals as 0		Non-physical
